http://www.watchfinder.co.uk/Rolex/Daytona/116500%20LN/29594/item/215900,Rolex,Daytona,Daytona,116500 LN,GBP,48995.00,48995.00,"Retail Price: £11,600",,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
215900
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
White
","
Water resistance
100 metres
","
                            The Rolex Daytona, named after the race circuit in Florida that hosts the Rolex twenty-four hour race, epitomises the ultimate driver’s watch. The dial, unburdened by a date window, is clear and easy to read. The tachymeter offers quick speed calculations, while the shape is instantly recognisable and supremely comfortable. Its smaller size and smart design makes it a versatile watch capable of working well with both casual jeans and a formal suit. Here available in steel with a stunning Cerachrom bezel, this watch represents the Daytona's first major upgrade in 16 years, but it sticks closely to the gorgeous retro design of the original.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Cartier/Tank%20Basculante/W1011158/40684/item/209061,Cartier,Tank Basculante,Tank Basculante,W1011158,GBP,3750.00,3750.00,Retail Price: Discontinued," Black
","
Year
Approx.  2007
","
Box
Yes
","

Papers


No
","
Product code
209061
","

Movement


Quartz
","
Case size
21 MM
","
Case material
Steel
","
Bracelet material
Calf - Black
","
Dial type
Silver Roman Numeral
","
Water resistance
30 metres
","This Cartier has undergone a thorough inspection of accuracy, functionality and condition at our Cartier certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Hamilton/Khaki%20Field/H70605731/41623/item/218650,Hamilton,Khaki Field,Khaki Field,H70605731,GBP,780.00,780.00,Retail Price: £835," Black
","
Year
 2019
","
Box
Yes
","

Papers


Yes
","
Product code
218650
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This Hamilton has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Baume%20et%20Mercier/Classima%20Executives/M0A10147/42588/item/217757,Baume et Mercier,Classima Executives,Classima Executives,M0A10147,GBP,675.00,675.00,Retail Price: Discontinued," Brown 
","
Year
 2019
","
Box
Yes
","

Papers


Yes
","
Product code
217757
","

Movement


Quartz
","
Case size
33 MM
","
Case material
Steel
","
Bracelet material
Alligator - Brown 
","
Dial type
Silver Quarter Roman Numeral
","
Water resistance
30 metres
","This Baume et Mercier has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Ball/Fireman%20Classic/NM2188C-S1-WH/48143/item/197793,Ball,Fireman Classic,Fireman Classic,NM2188C-S1-WH,GBP,750.00,750.00,Retail Price: Discontinued,,"
Year
 2020
","
Box
No
","

Papers


Yes
","
Product code
197793
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
White Baton
","
Water resistance
100 metres
","This Ball has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Jaeger-LeCoultre/Master%20Ultra-Thin/1342550/50107/item/216694,Jaeger-LeCoultre,Master Ultra-Thin,Master Ultra-Thin,1342550,GBP,8950.00,8950.00,Retail Price: Discontinued," Brown 
","
Year
 2009
","
Box
No
","

Papers


Yes
","
Product code
216694
","

Movement


Manual
","
Case size
38 MM
","
Case material
Rose Gold
","
Bracelet material
Crocodile - Brown 
","
Dial type
Chocolate Baton
","
Water resistance
30 metres
","This Jaeger-LeCoultre has undergone a thorough inspection of accuracy, functionality and condition at our Jaeger-LeCoultre certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/Turn-O-Graph/116264/6818/item/218459,Rolex,Turn-O-Graph,Turn-O-Graph,116264,GBP,8450.00,8450.00,Retail Price: Discontinued,,"
Year
 2010
","
Box
Yes
","

Papers


Yes
","
Product code
218459
","

Movement


Automatic
","
Case size
36 MM
","
Case material
Steel & White Gold
","
Bracelet material
Steel (Jubilee)
","
Dial type
Blue Baton
","
Water resistance
100 metres
","This Rolex has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/Oyster%20Precision/6426/14647/item/200811,Rolex,Oyster Precision,Oyster Precision,6426,GBP,2950.00,2950.00,Retail Price: Discontinued,,"
Year
Approx.  1972
","
Box
Yes
","

Papers


No
","
Product code
200811
","

Movement


Manual
","
Case size
34 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
Rhodium Baton
","
Water resistance
None
","Due to age, this Rolex may not fall within our typical expected tolerances for timekeeping, and is no longer suitable for use in wet environments or submersion in water. In the interests of preserving original features, utmost care has been taken to sympathetically restore this watch. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/Datejust%20II/116334/15367/item/218375,Rolex,Datejust II,Datejust II,116334,GBP,9750.00,9750.00,Retail Price: Discontinued,,"
Year
 2012
","
Box
Yes
","

Papers


Yes
","
Product code
218375
","

Movement


Automatic
","
Case size
41 MM
","
Case material
Steel & White Gold
","
Bracelet material
Steel (Oyster)
","
Dial type
Silver Arabic
","
Water resistance
100 metres
","
                            Having a date indicator on a watch is taken for granted these days, but before 1945, the concept didn't exist at all—that is until Rolex added a simple, yet game-changing element to their famous Oyster watch: the date window. This small aperture changed the role of wristwatches from then on, from mere timekeeping devices to calendars as well. The Datejust was (and is) also known for its classic elegance—the watch is striking in its magnificent, minimalist beauty. Many of these timepieces feature dials or cases made with rare and exquisite materials, which only adds to their graceful and luxurious reputation. In 2009 the look was slightly adjusted and modernised with the Datejust II—the main difference being the change in case size from 36 to 41mm.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/Datejust/1601/21410/item/212926,Rolex,Datejust,Datejust,1601,GBP,4950.00,4950.00,Retail Price: Discontinued,,"
Year
Approx.  2002
","
Box
No
","

Papers


No
","
Product code
212926
","

Movement


Automatic
","
Case size
36 MM
","
Case material
Steel
","
Bracelet material
Steel (Jubilee)
","
Dial type
Blue Baton
","
Water resistance
None
","Due to age, this Rolex may not fall within our typical expected tolerances for timekeeping, and is no longer suitable for use in wet environments or submersion in water. In the interests of preserving original features, utmost care has been taken to sympathetically restore this watch. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/Day-Date/18239/30292/item/211811,Rolex,Day-Date,Day-Date,18239,GBP,23995.00,23995.00,Retail Price: Discontinued,,"
Year
Approx.  1996
","
Box
No
","

Papers


No
","
Product code
211811
","

Movement


Automatic
","
Case size
36 MM
","
Case material
White Gold
","
Bracelet material
White Gold (President)
","
Dial type
Silver Baton
","
Water resistance
100 metres
","This Rolex has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/GMT%20Master%20II/126710%20BLNR/51117/item/218733,Rolex,GMT Master II,GMT Master II,126710 BLNR,GBP,23200.00,23200.00,"Retail Price: £8,400",,"
Year
 2022
","
Box
Yes
","

Papers


Yes
","
Product code
218733
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
Black
","
Water resistance
100 metres
","This Rolex has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Vacheron%20Constantin/Traditionelle/86060/000P-9979/28567/item/182198,Vacheron Constantin,Traditionelle,Traditionelle,86060/000P-9979,GBP,59250.00,59250.00,Retail Price: Discontinued," Blue With Platinum Stitching
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
182198
","

Movement


Automatic
","
Case size
42.5 MM
","
Case material
Platinum
","
Bracelet material
Alligator - Blue With Platinum Stitching
","
Dial type
Silver
","
Water resistance
None
","This Vacheron Constantin has undergone a thorough inspection of accuracy, functionality and condition at our Vacheron Constantin certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Piaget/Polo/G0A34011/37726/item/215819,Piaget,Polo,Polo,G0A34011,GBP,6015.00,6015.00,Retail Price: Discontinued," Black & Titanium 
","
Year
 2014
","
Box
Yes
","

Papers


Yes
","
Product code
215819
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Titanium
","
Bracelet material
Rubber - Black & Titanium 
","
Dial type
Black
","
Water resistance
100 metres
","This Piaget has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Patek%20Philippe/Calatrava/5196R-001/7618/item/212199,Patek Philippe,Calatrava,Calatrava,5196R-001,GBP,17375.00,17375.00,"Retail Price: £19,680"," Brown 
","
Year
 2008
","
Box
Yes
","

Papers


Yes
","
Product code
212199
","

Movement


Manual
","
Case size
37 MM
","
Case material
Rose Gold
","
Bracelet material
Crocodile - Brown 
","
Dial type
Ivory Baton
","
Water resistance
30 metres
","
                            Originally an ancient fortress in Spain, Calatrava was the site of key medieval battles between Christian and Muslim forces and the foundation of the noble brotherhood of religious knights, the Order of Calatrava. The emblem of these knights was to be adopted many centuries later by perhaps Switzerland's most prestigious and revered watchmaker of all time, Patek Philippe, as the brand logo. And its flagship watch collection was bestowed the name Calatrava in honour of this historical connection. Calatrava watches are among the most elegant and distinguished in the world, displaying a flawless, understated stylishness rooted in the finest Swiss traditions, combined with the avant-guard aesthetic in vogue at the time of the first Calatravas in the early 1930s.
                            
", ,2022-o5-08,RefurbishedCondition
